Accuracy,Precision,Recall,F1-Score,ROC-AUC
0.6698113207547169,0.255663430420712,0.6124031007751938,0.3607305936073059,0.6891138640014662
0.7712264150943396,0.2695035460992908,0.29457364341085274,0.2814814814814815,0.6479391057778353
0.7735849056603774,0.248,0.24031007751937986,0.2440944881889764,0.6440685275630451
0.5530660377358491,0.19362745098039216,0.6124031007751938,0.2942271880819367,0.6218908691011418
0.6698113207547169,0.2084942084942085,0.4186046511627907,0.27835051546391754,0.63423574947979
0.7087264150943396,0.1569767441860465,0.20930232558139536,0.17940199335548174,0.5561557287792045
0.7877358490566038,0.28205128205128205,0.2558139534883721,0.2682926829268293,0.6546128882707464
